"","X","time_stamp","event","worker_id","file_name.x","session_id","microtask_id","question_type","question","answer","answer_index","confidence","difficulty","duration","explanation","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score.x","test_duration","feedback","quit_fileName","quit_reason","line","char_count","cyclomatic_complexity","length_Halstead","volume_Halstead","LOC","trimmed_LOC","s_char_count","s_cyclomatic_complexity","s_length_Halstead","s_volume_Halstead","s_LOC","s_trimmed_LOC","LineID","isBugCovering","type","faulty_lines","all_Lines","LOC_inspection","LOC_original","isAnswerCorrect","file_name.y","adjusted_score","qualification_score.y","testDuration_fastMembership","is_fast"
"108",66,"Tue 2015 Jul 07 09:21:12.883","MICROTASK","519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4_3","HIT01_8","432CE0E-3e-7-31","2","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 273 and 275 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,4,949159,"There is a static field named UTC ;which will return Universal coordinated time",1.44e+12,"java;c","Professional_Developer","Female","University",4,"USA",29,TRUE,TRUE,TRUE,TRUE,TRUE,5,555191,"I have got simpler questions in this HIT on locale.I hope my answers get useful to your research","","",273,70,4,38,126.2332676,3,2,825,16,305,1644.656814,23,18,273,FALSE,"conditional","","273;274",2,2,TRUE,"HIT06_51",0.511037248124214,4,0.65282154944554,TRUE
"110",67,"Tue 2015 Jul 07 09:21:25.726","MICROTASK","23EE-1c8E1-7-2:16eA-3g-9A-7-5-3_3","HIT03_6","229Ai0A-8I-240","23","WHILE_LOOP","Is there any issue with the While-loop between lines 84 and 97 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,4,486713,"I m not sure exactly what is going on given the example code provided; but nothing in the block throws StringIndexOutOfBoundsException.",1.44e+12,"PHP;MySQL","Professional_Developer","Female","University;Web",6,"INDIA",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,422737,"Very Interesting task. Many Thanks.","","",84,427,5,239,1312.55289,14,9,657,10,340,1991.713538,23,16,95,TRUE,"loop","95","84;85;86;87;88;89;90;94;95",9,9,FALSE,"HIT02_24",1.14407742243869,5,0.633395166880102,TRUE
"114",70,"Tue 2015 Jul 07 09:22:59.341","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT03_6","227Ii-4a-6c-64-6","20","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pos' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,408108,"There is no reference to the variable  pos  in the Exception. and the Exception type is not the same as above.",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",82,12,1,12,27.86313714,1,1,657,10,340,1991.713538,23,16,95,TRUE,"variable","95","82;85;87;89;95",6,6,FALSE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"118",73,"Tue 2015 Jul 07 09:26:18.907","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT01_8","425cg-3C-4I8-7-1","9","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'forOffsetMillis'  at line  294 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,413458,"The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",294,31,3,11,22,1,1,825,16,305,1644.656814,23,18,294,FALSE,"method invocation","","294",1,1,TRUE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"120",73,"Tue 2015 Jul 07 09:26:18.907","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT01_8","425cg-3C-4I8-7-1","9","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'forOffsetMillis'  at line  294 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,413458,"The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",294,31,3,11,22,1,1,825,16,305,1644.656814,23,18,294,FALSE,"method invocation","","294",1,1,TRUE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"122",75,"Tue 2015 Jul 07 09:26:45.945","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT01_8","425cg-3C-4I8-7-1","5","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'offset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,27038,"The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",282,15,1,12,27.86313714,1,1,825,16,305,1644.656814,23,18,282,FALSE,"variable","","282;290;294",3,3,TRUE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"124",75,"Tue 2015 Jul 07 09:26:45.945","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT01_8","425cg-3C-4I8-7-1","5","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'offset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,27038,"The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",282,15,1,12,27.86313714,1,1,825,16,305,1644.656814,23,18,282,FALSE,"variable","","282;290;294",3,3,TRUE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"126",77,"Tue 2015 Jul 07 09:27:36.941","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT03_6","227Ii-4a-6c-64-6","31","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pt' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,5,2,277599,"the pt variable can go beyond what the pos variable can go beyond what the input variable has as it s termination point.",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",94,39,2,25,79.24812504,1,1,657,10,340,1991.713538,23,16,95,FALSE,"variable","","94;95",1,1,FALSE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"130",79,"Tue 2015 Jul 07 09:28:02.963","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT01_8","425cg-3C-4I8-7-1","1","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'minutesOffset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,77018,"The code never gets that far. The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",272,118,3,16,53.15084952,1,1,825,16,305,1644.656814,23,18,279,TRUE,"variable","279","273;279;280;286;288;290",6,7,FALSE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"132",79,"Tue 2015 Jul 07 09:28:02.963","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT01_8","425cg-3C-4I8-7-1","1","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'minutesOffset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,77018,"The code never gets that far. The problem is at line 279 which prevents a negative minutes value being accepted even though the programmer comments indicate that since version 2.3 negative minutes up to -59 are acceptable. The @throws IllegalArgumentException comment is also referring to versions before 2.3.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",272,118,3,16,53.15084952,1,1,825,16,305,1644.656814,23,18,279,TRUE,"variable","279","273;279;280;286;288;290",6,7,FALSE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"134",81,"Tue 2015 Jul 07 09:28:49.715","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT03_6","227Ii-4a-6c-64-6","25","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'translate'  at line  85 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,5,2,72774,"because of the pt variable issue in the last question.",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",85,42,1,21,63,1,1,657,10,340,1991.713538,23,16,85,FALSE,"method invocation","","85",1,1,FALSE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"147",92,"Tue 2015 Jul 07 09:37:25.002","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT01_8","420iI7G-9A-2-8-9","6","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'hoursInMinutes' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,368500,"No - it is working as it should; the offset should be a negative given the desired result.",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",284,38,1,18,50.5323886,1,1,825,16,305,1644.656814,23,18,284,FALSE,"variable","","284;285;286;288",4,4,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"149",93,"Tue 2015 Jul 07 09:37:52.182","MICROTASK","844Cg1g5e1-17:255ei-8G8E85-8_3","HIT03_6","216EE-9E5A-5-77","19","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 79 and 81 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,2,172453,"It is my belief that comparing a value to null is perfectly valid; and will do the proper check as intended.  If input is indeed null; the method will return and thus prevent a crash later in the program when it tries to use the value stored in input.",1.44e+12,"C++; Java","Undergraduate_Student","Male","High_School;University;Web",5,"United States",19,FALSE,TRUE,FALSE,TRUE,TRUE,3,140960,"This task was trickier than some.  It would have been useful to see the definitions for some of the other method that we called. ","","",79,28,3,28,72.37895002,3,2,657,10,340,1991.713538,23,16,79,FALSE,"conditional","","79;80",2,3,TRUE,"HIT03_6",0.677612280220928,4,0.52779874948518,TRUE
"153",95,"Tue 2015 Jul 07 09:38:31.351","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT01_8","420iI7G-9A-2-8-9","2","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 273 and 275 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,66349,"The offset values are just being checked for zero values; and the code will pass through.",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",273,70,4,38,126.2332676,3,2,825,16,305,1644.656814,23,18,273,FALSE,"conditional","","273;274",2,2,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"160",100,"Tue 2015 Jul 07 09:40:57.208","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT03_6","222Gc-1i-5C-96-1","19","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 79 and 81 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,2,1157780,"This appears to only be checking if one of the input variables is null. Nothing here suggests that it is incorrect.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",79,28,3,28,72.37895002,3,2,657,10,340,1991.713538,23,16,79,FALSE,"conditional","","79;80",2,3,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"164",103,"Tue 2015 Jul 07 09:42:58.668","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT01_8","420iI7G-9A-2-8-9","8","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'safeMultiply'  at line  290 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,267317,"Assuming safeMultiply takes valid longs and ints then it should not fail with a simple multiplication of  minutesOffset * 60000",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",290,85,1,20,60,1,1,825,16,305,1644.656814,23,18,290,FALSE,"method invocation","","290",1,1,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"168",105,"Tue 2015 Jul 07 09:44:26.110","MICROTASK","59gA3i5E2-7-9:249IE-2a8E-92-1_3","HIT03_6","214EA5i-7I-977","21","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'len' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,3,481993,"The error refers to an index out of bounds in a string. The definition of  len  and the while (pos<len) loop do not allow to go out of bounds; as len would be the length of the string and explorations of that string will be within the bounds.",1.44e+12,"C++","Graduate_Student","Male","University;Web",12,"Colombia",40,TRUE,TRUE,TRUE,TRUE,TRUE,5,334367,"nothing","","",83,25,1,13,33.60451251,1,1,657,10,340,1991.713538,23,16,83,FALSE,"variable","","83;84",2,2,TRUE,"HIT03_6",0.361631124554418,3,0.670652635478779,TRUE
"170",106,"Tue 2015 Jul 07 09:44:41.609","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT03_6","222Gc-1i-5C-96-1","30","FOR_LOOP","Is there any issue with the For-loop between lines 94 and 96 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,3,4,224401,"This appears to be an incremental loop that doesn t have any errors in it. I don t see what would be in here that would say something is out of range.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",94,102,2,52,203.158311,3,2,657,10,340,1991.713538,23,16,95,TRUE,"loop","95","94;95",2,3,FALSE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"172",107,"Tue 2015 Jul 07 09:44:46.023","MICROTASK","844Cg1g5e1-17:255ei-8G8E85-8_3","HIT03_6","216EE-9E5A-5-77","30","FOR_LOOP","Is there any issue with the For-loop between lines 94 and 96 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,3,4,413841,"While I am not sure exactly what this portion of the program is trying to accomplish I believe that there is a high likelihood that it could cause the program to crash.  My thoughts are that on line 95 we are incrementing pos by a value associated with input; and then we are repeating this while an unrelated condition (pt < consumed) holds true.  I think there is a strong possibility this would cause us to step out of bounds on input and get the StringIndexOutOfBoundsException we see in the error.",1.44e+12,"C++; Java","Undergraduate_Student","Male","High_School;University;Web",5,"United States",19,FALSE,TRUE,FALSE,TRUE,TRUE,3,140960,"This task was trickier than some.  It would have been useful to see the definitions for some of the other method that we called. ","","",94,102,2,52,203.158311,3,2,657,10,340,1991.713538,23,16,95,TRUE,"loop","95","94;95",2,3,TRUE,"HIT03_6",0.677612280220928,4,0.52779874948518,TRUE
"176",110,"Tue 2015 Jul 07 09:45:51.280","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT03_6","222Gc-1i-5C-96-1","24","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'consumed' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,3,3,69671,"There could be an issue in the definition of the variable if the translate function throws back an illegal argument exception because then you are trying to define an integer with a string.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",85,42,1,21,63,1,1,657,10,340,1991.713538,23,16,85,FALSE,"variable","","85;86",3,3,FALSE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
